name,cpu_time_total,self_cpu_time_total,cpu_memory_usage,self_cpu_memory_usage,cpu_time,count,total_time,size,steps,peak_gpu_ram
model_inference,1104390711,21305430,0,-1105705751825,1104390711.0,1,1104.3905917110096,768,100,0
